AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 1500 and 3000 meters,15395.2854459,1331128.84532,1346524.13077,125.64094317,27545.089829,27670.7307722
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,2949.93657684,252109.847802,255059.784379,18.5762415528,1761.85529047,1780.43153203
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 10 and 25 meters,1070.99976334,1638.98089493,2709.98065827,19.5274707153,357.020147575,376.54761829
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,539.04316147,12741.5852698,13280.6284313,103.698975861,19573.6254361,19677.3244119
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,51.2894212008,1236.29814388,1287.58756508,10.8365421891,6597.08456135,6607.92110354
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,62404.4546063,234619.040993,297023.495599,948.798980057,66344.2351813,67293.0341613
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,152591.448661,1359529.9767,1512121.42536,701.658805978,106871.369586,107573.028392
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,11499.6877937,2086254.32054,2097754.00833,75.3164024353,15548.4934766,15623.8098791
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,124.26377763,79964.2688015,80088.5325791,463.547562122,481725.462667,482189.010229
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,5894.46479905,39211.2664724,45105.7312715,147.883493252,11308.0816193,11455.9651126
Benin,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,52723.7760334,81305.9986886,134029.774722,222.848321102,1051.47675434,1274.32507544
Benin,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,54514.5058899,1057944.52714,1112459.03303,145.270207942,4572.52769113,4717.79789907
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,3743.6959976,24903.882607,28647.5786046,147.883493252,11308.0816193,11455.9651126
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 800 and 1500 meters,140543.141954,145565.075657,286108.217612,461.006649435,26164.7325248,26625.7391743
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,308.818898678,26499.0252437,26807.8441424,18.5762415528,1761.85529047,1780.43153203
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 1500 and 3000 meters,1606.1268858,159355.974527,160962.101413,125.64094317,27545.089829,27670.7307722
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,319.781881813,20633.2337492,20953.015631,219.216823936,52146.2374173,52365.4542412
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,345.569623947,100075.418661,100420.988285,2.58144307137,782.163045764,784.744488835
Niger,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,38283.038053,218545.98005,256829.018103,86.6868163347,5338.89696446,5425.5837808
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,2911.15372372,728807.609328,731718.763052,317.150219738,154776.448103,155093.598323
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,171.476966143,28634.2536349,28805.730601,75.3164024353,15548.4934766,15623.8098791
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation under 5 meters,110255.55885,1396800.75192,1507056.31077,95.6948420897,15486.8747096,15582.5695516
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 800 and 1500 meters,635856.849791,9230996.62468,9866853.47447,2580.52575895,573176.942786,575757.468545
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,2.82736572623,4548.80961308,4551.6369788,5.77794784307,12994.2076422,12999.98559
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,34.1041164398,10576.0444229,10610.1485393,65.2426789403,33046.1733749,33111.4160538
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,577.396032751,147350.887776,147928.283808,133.817774057,107712.423285,107846.241059
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,99673.3974566,120887.593809,220560.991266,676.268086053,43113.8062857,43790.0743718
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation under 5 meters,106.672838682,4980.1340578,5086.80689648,1.93466761625,602.569000849,604.503668465
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,1951.17363449,9601.85941063,11553.0330451,342.717469799,20281.8679078,20624.5853776
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,10280.0397885,12860.2035927,23140.2433811,89.5820383132,3732.67546448,3822.25750279
Togo,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,89918.4809589,56292.6072426,146211.088202,189.905726194,1101.76055598,1291.66628218
Central African Republic,Africa,Middle Africa,Low income,IDA,Elevation between 800 and 1500 meters,43.7303022146,13108.030769,13151.7610712,50.458592236,45901.5420315,45952.0006238
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,3670.74195471,11746.9786628,15417.7206175,92.0701269742,4252.79225582,4344.86238279
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,1972.07755335,16492.698109,18464.7756624,84.545551854,21653.7294088,21738.2749607
Mali,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,19520.2478673,32876.592565,52396.8404323,43.662771374,2424.40901075,2468.07178213
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 50 and 100 meters,2773.64020824,18693.231115,21466.8713232,11.7351686358,1613.19355629,1624.92872493
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,7883.1524113,36187.6446566,44070.7970679,49.6825245842,3031.79938892,3081.4819135
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 50 and 100 meters,2522.60583642,2841.51044226,5364.11627868,106.207871303,297.648404965,403.856276268
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 800 and 1500 meters,3534.73213601,26502.2171298,30036.9492658,46.5164735913,2907.57390559,2954.09037918
Benin,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,27386.918211,109506.009378,136892.927589,204.286515832,2488.62717658,2692.91369241
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,13453.2550095,45402.4545452,58855.7095547,655.68436563,149399.151741,150054.836107
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,4774.06296884,50167.8026016,54941.8655704,571.088167459,51236.0742224,51807.1623898
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 800 and 1500 meters,10230.052331,80006.2876251,90236.339956,46.5164735913,2907.57390559,2954.09037918
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,7.63251542789,1859.70866774,1867.34118317,6.23749111069,2086.44870139,2092.6861925
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,141410.042854,978755.948643,1120165.9915,164.9071015,21704.9421814,21869.8492829
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,24871.7140816,228459.642098,253331.35618,386.302172661,93757.4563159,94143.7584885
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 50 and 100 meters,15910.0701776,216645.746523,232555.816701,71.6299397591,9993.41367299,10065.0436128
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 3000 and 5000 meters,20.1172940731,411.067169011,431.184463084,5.82021826506,206.704557359,212.524775624
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 400 and 800 meters,156944.641333,2229181.29516,2386125.9365,244.165795207,14780.8574762,15025.0232714
Benin,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,62831.5336545,9607.53446755,72439.068122,203.393153809,411.068087659,614.461241468
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,157931.4919,564213.412466,722144.904367,342.717469799,20281.8679078,20624.5853776
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 800 and 1500 meters,27038.8365873,418768.966067,445807.802655,321.74785167,195677.886871,195999.634723
Mali,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,1780.95121205,2889.35372667,4670.30493872,43.662771374,2424.40901075,2468.07178213
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,2433.99618971,38113.5876695,40547.5838592,368.106884658,14231.2983216,14599.4052063
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,1117.46157777,26413.8996377,27531.3612155,103.698975861,19573.6254361,19677.3244119
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,92.7638032436,2176.76203986,2269.5258431,10.8365421891,6597.08456135,6607.92110354
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 200 and 400 meters,19544.6096616,111109.88916,130654.498822,181.100553393,6817.56134337,6998.66189676
Yemen,Asia,Western Asia,Low income,IDA,Elevation under 5 meters,6436.36276584,22949.7274172,29386.090183,45.6590942345,1452.2568566,1497.91595084
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 800 and 1500 meters,2557.37919831,24140.7805554,26698.1597537,136.724678934,15773.38934,15910.1140189
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,13.9421325326,3596.79976089,3610.74189343,12.8730384111,5910.42104763,5923.29408604
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 10 and 25 meters,19770.1265447,21521.6099156,41291.7364603,217.844742819,1014.00331523,1231.84805805
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,6712.69451919,294394.632504,301107.327023,104.177064851,30839.4383303,30943.6153952
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,1306.42932129,13381.4635775,14687.8928988,3.292953372,356.461442813,359.754396185
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation under 5 meters,0.23114271462,8934.35348057,8934.58462329,0.838991463184,8174.38324876,8175.22224022
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,175693.151461,1481927.37089,1657620.52235,2638.71054243,517893.431142,520532.141684
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation under 5 meters,430.787838425,1674.40474905,2105.19258747,19.7714106183,1233.78494756,1253.55635818
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 1500 and 3000 meters,18.143230319,933.597662807,951.740893126,5.7174924612,521.076772809,526.79426527
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 400 and 800 meters,315.480154335,25861.972499,26177.4526533,69.023652494,10551.2654621,10620.2891146
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,4172.65415955,174150.393503,178323.047663,6.60417097807,1859.27666569,1865.88083667
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,1.28544843197,4592.21298654,4593.49843497,0.831056237221,4508.28607277,4509.11712901
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,0.656464099884,890.350936443,891.007400542,0.837806165218,2436.19629389,2437.03410006
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 400 and 800 meters,64952.9450188,932243.393646,997196.338665,90.3349932432,7285.82503116,7376.16002441
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,8563.25358979,71969.9365571,80533.1901468,13.4444797658,3497.85671477,3511.30119453
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 25 and 50 meters,33123.8196183,721486.714752,754610.53437,58.4977661273,6247.20430546,6305.70207159
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,1112675.98278,4653886.29562,5766562.2784,655.68436563,149399.151741,150054.836107
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,1175816.03773,4775933.56743,5951749.60516,571.088167459,51236.0742224,51807.1623898
Central African Republic,Africa,Middle Africa,Low income,IDA,Elevation between 800 and 1500 meters,1580.07436836,473576.955494,475157.029862,50.458592236,45901.5420315,45952.0006238
Chad,Africa,Middle Africa,Low income,IDA,Elevation between 800 and 1500 meters,447.555846214,1021173.36063,1021620.91648,21.6024736166,148639.537224,148661.139697
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,1259.82577896,54548.7517188,55808.5774977,11.6280553937,1183.77065808,1195.39871347
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation under 5 meters,15.5605700911,726.409152109,741.9697222,1.93466761625,602.569000849,604.503668465
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 3000 and 5000 meters,994.579231262,21385.22789,22379.8071213,5.82021826506,206.704557359,212.524775624
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,0.881834499829,915.388259972,916.270094472,3.11525152379,3400.3420145,3403.45726602
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,240.737458229,7102.84209185,7343.57955007,10.8365421891,6597.08456135,6607.92110354
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,2145.57347403,50715.8040215,52861.3774955,103.698975861,19573.6254361,19677.3244119
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 25 and 50 meters,1281.74721032,988.779840532,2270.52705085,106.464691258,179.096049636,285.560740894
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,18.2167565823,8233.8247049,8252.04146148,14.2923547626,7899.6091321,7913.90148686
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 5 and 10 meters,860.904489517,9864.15070321,10725.0551927,1.32974246144,182.062557184,183.392299646
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,29160.3360859,201830.449298,230990.785384,164.9071015,21704.9421814,21869.8492829
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,185.003176196,115337.579648,115522.582824,463.547562122,481725.462667,482189.010229
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,2882.66775513,44782.2604718,47664.928227,10.8365421891,6597.08456135,6607.92110354
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,16406.9031178,387816.727948,404223.631066,103.698975861,19573.6254361,19677.3244119
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 3000 and 5000 meters,0.00583096127957,9282.12038253,9282.12621349,0.682001650333,69643.9983973,69644.6803989
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,4915.16563864,416809.654129,421724.819768,154.057461977,282935.470465,283089.527927
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,563.449253678,134449.840571,135013.289824,143.230074704,37148.2262886,37291.4563633
Niger,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,421.846761368,3233.5192245,3655.36598587,86.6868163347,5338.89696446,5425.5837808
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,2466.98387942,58313.1139281,60780.0978075,103.698975861,19573.6254361,19677.3244119
